,ano_campeonato,rodada,estadio,publico,publico_max,time_mandante,gols_mandante,time_visitante,gols_visitante,arbitro,escanteios_mandante,escanteios_visitante,faltas_mandante,faltas_visitante,impedimentos_mandante,impedimentos_visitante
0,2019,2,Estádio Rei Pelé,15735,20000,CSA,1,Palmeiras,1,Caio Max Augusto Vieira,,,,,,
1,2019,12,Estádio Rei Pelé,11918,20000,CSA,0,Grêmio,0,Caio Max Augusto Vieira,,,,,,
2,2019,14,Estádio Rei Pelé,9924,20000,CSA,0,Fortaleza,2,Gilberto Rodrigues Castro Junior,,,,,,
3,2019,16,Estádio Rei Pelé,8715,20000,CSA,1,Cruzeiro,1,Marcelo de Lima Henrique,,,,,,
4,2019,18,Estádio Rei Pelé,9311,20000,CSA,2,Chapecoense,0,Vinicius Gonçalves Dias Araujo,,,,,,
5,2019,20,Estádio Rei Pelé,10566,20000,CSA,1,Ceará SC,0,Ricardo Marques Ribeiro,,,,,,
6,2019,23,Estádio Rei Pelé,8346,20000,CSA,3,Avaí FC,1,Anderson Daronco,,,,,,
7,2019,24,Estádio Rei Pelé,9927,20000,CSA,1,Internacional,0,Vinicius Furlan,,,,,,
8,2019,26,Estádio Rei Pelé,13075,20000,CSA,2,Atlético-MG,2,Savio Pereira Sampaio,,,,,,
9,2019,29,Estádio Rei Pelé,15428,20000,CSA,2,Corinthians,1,Rafael Traci,,,,,,
10,2019,32,Estádio Rei Pelé,14690,20000,CSA,0,Vasco da Gama,3,Rodrigo D,,,,,,
11,2019,34,Estádio Rei Pelé,8916,20000,CSA,0,Fluminense,1,Luiz Flávio de Oliveira,,,,,,
12,2019,36,Estádio Rei Pelé,7371,20000,CSA,1,EC Bahia,2,Vinicius Furlan,,,,,,
13,2019,13,Arena do Grêmio,15171,60540,Grêmio,3,Chapecoense,3,Felipe Fernandes,,,,,,
14,2019,15,Arena do Grêmio,14777,60540,Grêmio,1,Palmeiras,1,Wagner do Nascimento Magalhães,,,,,,
15,2019,16,Arena do Grêmio,12748,60540,Grêmio,2,Athletico-PR,1,Bruno Arleu de Araújo,,,,,,
16,2019,19,Arena do Grêmio,41733,60540,Grêmio,3,Goiás EC,0,Savio Pereira Sampaio,,,,,,
17,2019,21,Arena do Grêmio,16910,60540,Grêmio,6,Avaí FC,1,Rodolpho Toski Marques,,,,,,
18,2019,23,Arena do Grêmio,16542,60540,Grêmio,0,Corinthians,0,Bruno Arleu de Araújo,,,,,,
19,2019,24,Estádio Francisco Stédile,7193,30000,Grêmio,2,Ceará SC,1,Edina Alves Batista,,,,,,
20,2019,28,Arena do Grêmio,9786,60540,Grêmio,3,Botafogo,0,Rafael Traci,,,,,,
21,2019,30,Arena do Grêmio,44376,60540,Grêmio,2,Internacional,0,Flavio Rodrigues de Souza,,,,,,
22,2019,31,Arena do Grêmio,13244,60540,Grêmio,2,CSA,1,Jose Mendonça,,,,,,
23,2019,36,Arena do Grêmio,24464,60540,Grêmio,3,São Paulo,0,Marcelo de Lima Henrique,,,,,,
24,2019,37,Arena do Grêmio,18306,60540,Grêmio,2,Cruzeiro,0,André Luiz de Freitas Castro,,,,,,
25,2019,13,Estádio Aderbal Ramos da Silva,7140,17800,Avaí FC,0,Botafogo,2,Vinicius Furlan,,,,,,
26,2019,14,Estádio Aderbal Ramos da Silva,4921,17800,Avaí FC,2,Cruzeiro,2,Marielson Alves Silva,,,,,,
27,2019,16,Estádio Aderbal Ramos da Silva,9753,17800,Avaí FC,1,Corinthians,1,Ricardo Marques Ribeiro,,,,,,
28,2019,18,Estádio Nacional de Brasília Mané Garrincha,47575,60000,Avaí FC,0,Flamengo,3,Edina Alves Batista,,,,,,
29,2019,20,Estádio Aderbal Ramos da Silva,7463,17800,Avaí FC,1,Atlético-MG,0,Caio Max Augusto Vieira,,,,,,
30,2019,22,Estádio Aderbal Ramos da Silva,7052,17800,Avaí FC,0,EC Bahia,2,Jean Pierre Goncalves Lima,,,,,,
31,2019,28,Estádio Aderbal Ramos da Silva,8815,17800,Avaí FC,1,Palmeiras,2,Wilton Sampaio,,,,,,
32,2019,29,Estádio Aderbal Ramos da Silva,2949,17800,Avaí FC,1,Fortaleza,3,Marcelo Aparecido Ribeiro de Souza,,,,,,
33,2019,31,Estádio Aderbal Ramos da Silva,4820,17800,Avaí FC,1,Santos FC,2,Marcelo de Lima Henrique,,,,,,
34,2019,36,Estádio Aderbal Ramos da Silva,3237,17800,Avaí FC,1,Fluminense,1,Daniel Nobre Bins,,,,,,
35,2019,38,Estádio Aderbal Ramos da Silva,2445,17800,Avaí FC,0,Athletico-PR,0,Dyorgines Jose Padovani,,,,,,
36,2019,14,Estádio Olímpico Nilton Santos,7992,46931,Botafogo,2,Athletico-PR,1,Douglas Marques Flores,,,,,,
37,2019,16,Estádio Olímpico Nilton Santos,8241,46931,Botafogo,0,Chapecoense,0,Edina Alves Batista,,,,,,
38,2019,18,Estádio Olímpico Nilton Santos,12098,46931,Botafogo,2,Atlético-MG,1,Braulio da Silva Machado,,,,,,
39,2019,20,Estádio Olímpico Nilton Santos,18471,46931,Botafogo,1,São Paulo,2,Jean Pierre Goncalves Lima,,,,,,
40,2019,23,Estádio Olímpico Nilton Santos,12404,46931,Botafogo,0,Fluminense,1,Rodolpho Toski Marques,,,,,,
41,2019,24,Estádio Olímpico Nilton Santos,5574,46931,Botafogo,3,Goiás EC,1,Rodrigo D,,,,,,
42,2019,27,Estádio Olímpico Nilton Santos,18199,46931,Botafogo,2,CSA,1,Leandro Pedro Vuaden,,,,,,
43,2019,29,Estádio Olímpico Nilton Santos,22412,46931,Botafogo,0,Cruzeiro,2,Caio Max Augusto Vieira,,,,,,
44,2019,36,Estádio Olímpico Nilton Santos,30596,46931,Botafogo,0,Internacional,1,Rodolpho Toski Marques,,,,,,
45,2019,12,Estádio Governador Magalhães Pinto,20869,57483,Cruzeiro,0,Athletico-PR,2,Rodrigo Carvalhaes de Miranda,,,,,,
46,2019,15,Estádio Governador Magalhães Pinto,36975,57483,Cruzeiro,2,Santos FC,0,Anderson Daronco,,,,,,
47,2019,17,Estádio Governador Magalhães Pinto,26052,57483,Cruzeiro,1,Vasco da Gama,0,Héber Lopes,,,,,,
48,2019,18,Estádio Raimundo Sampaio,14208,57483,Cruzeiro,1,Grêmio,4,Rafael Traci,,,,,,
49,2019,20,Estádio Governador Magalhães Pinto,40333,57483,Cruzeiro,1,Flamengo,2,Raphael Claus,,,,,,
50,2019,26,Estádio Governador Magalhães Pinto,30969,57483,Cruzeiro,1,São Paulo,0,Wilton Sampaio,,,,,,
51,2019,28,Estádio Governador Magalhães Pinto,32268,57483,Cruzeiro,1,Fortaleza,1,Raphael Claus,,,,,,
52,2019,30,Estádio Governador Magalhães Pinto,25913,57483,Cruzeiro,1,EC Bahia,1,Wagner Reway,,,,,,
53,2019,35,Estádio Governador Magalhães Pinto,34290,57483,Cruzeiro,0,CSA,1,Vinicius Gonçalves Dias Araujo,,,,,,
54,2019,13,Arena Fonte Nova,43642,55000,EC Bahia,3,Flamengo,0,Flavio Rodrigues de Souza,,,,,,
55,2019,15,Arena Fonte Nova,28866,55000,EC Bahia,1,Goiás EC,1,Raphael Claus,,,,,,
56,2019,17,Arena Fonte Nova,32483,55000,EC Bahia,1,CSA,0,Vinicius Gomes,,,,,,
57,2019,19,Arena Fonte Nova,38977,55000,EC Bahia,1,Fortaleza,1,Wagner do Nascimento Magalhães,,,,,,
58,2019,21,Arena Fonte Nova,19769,55000,EC Bahia,2,Botafogo,0,Flavio Rodrigues de Souza,,,,,,
59,2019,24,Arena Fonte Nova,32021,55000,EC Bahia,0,São Paulo,0,Braulio da Silva Machado,,,,,,
60,2019,27,Estádio Governador Roberto Santos,28830,30000,EC Bahia,1,Ceará SC,2,Luiz Flávio de Oliveira,,,,,,
61,2019,28,Arena Fonte Nova,27542,55000,EC Bahia,2,Internacional,3,Marcelo de Lima Henrique,,,,,,
62,2019,31,Arena Fonte Nova,16836,55000,EC Bahia,1,Chapecoense,1,Vinicius Furlan,,,,,,
63,2019,35,Arena Fonte Nova,13126,55000,EC Bahia,1,Atlético-MG,1,Thiago Duarte Peixoto,,,,,,
64,2019,37,Arena Fonte Nova,25148,55000,EC Bahia,1,Vasco da Gama,1,Felipe Fernandes,,,,,,
65,2019,12,Estádio Jornalista Mário Filho,45622,78838,Flamengo,3,Botafogo,2,Raphael Claus,,,,,,
66,2019,14,Estádio Jornalista Mário Filho,57644,78838,Flamengo,3,Grêmio,1,Braulio da Silva Machado,,,,,,
67,2019,17,Estádio Jornalista Mário Filho,65969,78838,Flamengo,3,Palmeiras,0,Rafael Traci,,,,,,
68,2019,19,Estádio Jornalista Mário Filho,68243,78838,Flamengo,1,Santos FC,0,Braulio da Silva Machado,,,,,,
69,2019,21,Estádio Jornalista Mário Filho,64548,78838,Flamengo,3,Internacional,1,Luiz Flávio de Oliveira,,,,,,
70,2019,22,Estádio Jornalista Mário Filho,67051,78838,Flamengo,0,São Paulo,0,Rafael Traci,,,,,,
71,2019,28,Estádio Jornalista Mário Filho,69846,78838,Flamengo,1,CSA,0,Rodolpho Toski Marques,,,,,,
72,2019,30,Estádio Jornalista Mário Filho,64985,78838,Flamengo,4,Corinthians,1,Jean Pierre Goncalves Lima,,,,,,
73,2019,34,Estádio Jornalista Mário Filho,52757,78838,Flamengo,4,Vasco da Gama,4,Wilton Sampaio,,,,,,
74,2019,35,Estádio Jornalista Mário Filho,67539,78838,Flamengo,4,Ceará SC,1,Paulo Roberto Alves Júnior,,,,,,
75,2019,37,Estádio Jornalista Mário Filho,69090,78838,Flamengo,6,Avaí FC,1,Jefferson Ferreira Moraes,,,,,,
76,2019,13,Estádio Governador Plácido Castelo,38421,60326,Ceará SC,2,Fortaleza,1,Héber Lopes,,,,,,
77,2019,14,Estádio Governador Plácido Castelo,21428,60326,Ceará SC,4,Chapecoense,1,Rodrigo Carvalhaes de Miranda,,,,,,
78,2019,16,Estádio Governador Plácido Castelo,49986,60326,Ceará SC,0,Flamengo,3,Wilton Sampaio,,,,,,
79,2019,19,Estádio Governador Plácido Castelo,20906,60326,Ceará SC,0,Botafogo,0,Luiz Flávio de Oliveira,,,,,,
80,2019,21,Estádio Governador Plácido Castelo,18595,60326,Ceará SC,0,Cruzeiro,0,Braulio da Silva Machado,,,,,,
81,2019,28,Estádio Governador Plácido Castelo,35178,60326,Ceará SC,1,Vasco da Gama,1,Jean Pierre Goncalves Lima,,,,,,
82,2019,29,Estádio Governador Plácido Castelo,19660,60326,Ceará SC,2,Fluminense,0,Leandro Pedro Vuaden,,,,,,
83,2019,31,Estádio Governador Plácido Castelo,20513,60326,Ceará SC,2,Internacional,0,Wilton Sampaio,,,,,,
84,2019,36,Estádio Governador Plácido Castelo,24262,60326,Ceará SC,1,Athletico-PR,1,Marcelo Aparecido Ribeiro de Souza,,,,,,
85,2019,37,Estádio Governador Plácido Castelo,49200,60326,Ceará SC,0,Corinthians,1,Rafael Traci,,,,,,
86,2019,12,Estádio Governador Plácido Castelo,41546,60326,Fortaleza,1,Corinthians,3,Wilton Sampaio,,,,,,
87,2019,15,Estádio Governador Plácido Castelo,38519,60326,Fortaleza,0,Internacional,1,Braulio da Silva Machado,,,,,,
88,2019,17,Estádio Governador Plácido Castelo,32643,60326,Fortaleza,2,Goiás EC,0,Felipe Fernandes,,,,,,
89,2019,18,Estádio Governador Plácido Castelo,35474,60326,Fortaleza,0,Fluminense,1,Wilton Sampaio,,,,,,
90,2019,20,Estádio Governador Plácido Castelo,35514,60326,Fortaleza,0,Palmeiras,1,Marcelo de Lima Henrique,,,,,,
91,2019,22,Estádio Governador Plácido Castelo,0,60326,Fortaleza,1,Botafogo,0,André Luiz de Freitas Castro,,,,,,
92,2019,26,Estádio Governador Plácido Castelo,50101,60326,Fortaleza,1,Flamengo,2,Paulo Roberto Alves Júnior,,,,,,
93,2019,30,Estádio Governador Plácido Castelo,31503,60326,Fortaleza,2,Atlético-MG,2,Rodolpho Toski Marques,,,,,,
94,2019,35,Estádio Governador Plácido Castelo,33925,60326,Fortaleza,2,Santos FC,1,Diego Pombo Lopez,,,,,,
95,2019,12,Estádio Serra Dourada,10439,50049,Goiás EC,0,Atlético-MG,0,Luiz Flávio de Oliveira,,,,,,
96,2019,14,Estádio Serra Dourada,14529,50049,Goiás EC,0,Vasco da Gama,1,Jean Pierre Goncalves Lima,,,,,,
97,2019,16,Estádio Serra Dourada,8634,50049,Goiás EC,2,Internacional,1,Marielson Alves Silva,,,,,,
98,2019,18,Estádio Serra Dourada,17115,50049,Goiás EC,1,Palmeiras,2,Wagner Reway,,,,,,
99,2019,20,Estádio Serra Dourada,6806,50049,Goiás EC,3,Fluminense,0,Rafael Traci,,,,,,
100,2019,25,Estádio Serra Dourada,7420,50049,Goiás EC,1,CSA,0,Felipe Fernandes,,,,,,
101,2019,29,Estádio Serra Dourada,38345,50049,Goiás EC,2,Flamengo,2,Ricardo Marques Ribeiro,,,,,,
102,2019,30,Estádio Serra Dourada,10006,50049,Goiás EC,2,Avaí FC,0,Vinicius Gonçalves Dias Araujo,,,,,,
103,2019,34,Estádio Serra Dourada,10259,50049,Goiás EC,4,EC Bahia,3,Ricardo Marques Ribeiro,,,,,,
104,2019,36,Estádio Serra Dourada,27781,50049,Goiás EC,1,Fortaleza,2,Dewson Fernando Freitas da Silva,,,,,,
105,2019,12,Allianz Parque,37754,43600,Palmeiras,1,Vasco da Gama,1,Ricardo Marques Ribeiro,,,,,,
106,2019,14,Allianz Parque,34275,43600,Palmeiras,2,EC Bahia,2,Igor Junior Benevenuto,,,,,,
107,2019,16,Allianz Parque,27956,43600,Palmeiras,3,Fluminense,0,Anderson Daronco,,,,,,
108,2019,19,Allianz Parque,35578,43600,Palmeiras,1,Cruzeiro,0,Rodolpho Toski Marques,,,,,,
109,2019,21,Estádio Municipal Paulo Machado de Carvalho,21537,37730,Palmeiras,6,CSA,2,Diego Pombo Lopez,,,,,,
110,2019,23,Allianz Parque,32659,43600,Palmeiras,1,Atlético-MG,1,Rafael Traci,,,,,,
111,2019,26,Allianz Parque,22738,43600,Palmeiras,1,Chapecoense,0,Vinicius Gomes,,,,,,
112,2019,29,Allianz Parque,29481,43600,Palmeiras,3,São Paulo,0,Raphael Claus,,,,,,
113,2019,30,Allianz Parque,29019,43600,Palmeiras,1,Ceará SC,0,Felipe Fernandes,,,,,,
114,2019,34,Allianz Parque,22767,43600,Palmeiras,1,Grêmio,2,Wilton Sampaio,,,,,,
115,2019,36,Allianz Parque,22219,43600,Palmeiras,1,Flamengo,3,Ricardo Marques Ribeiro,,,,,,
116,2019,37,Estádio Brinco de Ouro da Princesa,7229,30000,Palmeiras,5,Goiás EC,1,Bruno Arleu de Araújo,,,,,,
117,2019,12,Estádio Urbano Caldeira,12787,20120,Santos FC,3,Avaí FC,1,Wagner Reway,,,,,,
118,2019,13,Estádio Urbano Caldeira,13462,20120,Santos FC,6,Goiás EC,1,Rafael Traci,,,,,,
119,2019,16,Estádio Urbano Caldeira,12515,20120,Santos FC,3,Fortaleza,3,Rodrigo D,,,,,,
120,2019,18,Estádio Urbano Caldeira,12569,20120,Santos FC,1,Athletico-PR,1,Rodrigo Carvalhaes de Miranda,,,,,,
121,2019,20,Estádio Urbano Caldeira,10898,20120,Santos FC,0,Grêmio,3,Paulo Roberto Alves Júnior,,,,,,
122,2019,22,Estádio Urbano Caldeira,6615,20120,Santos FC,2,CSA,0,Wagner do Nascimento Magalhães,,,,,,
123,2019,29,Estádio Urbano Caldeira,5634,20120,Santos FC,1,EC Bahia,0,Wagner do Nascimento Magalhães,,,,,,
124,2019,30,Estádio Urbano Caldeira,7525,20120,Santos FC,4,Botafogo,1,Rodrigo D,,,,,,
125,2019,34,Estádio Urbano Caldeira,7905,20120,Santos FC,4,Cruzeiro,1,Leandro Pedro Vuaden,,,,,,
126,2019,36,Estádio Urbano Caldeira,6961,20120,Santos FC,2,Chapecoense,0,Marielson Alves Silva,,,,,,
127,2019,12,Estádio Jornalista Mário Filho,21741,82238,Fluminense,1,São Paulo,2,Anderson Daronco,,,,,,
128,2019,13,Estádio Jornalista Mário Filho,16485,82238,Fluminense,2,Internacional,1,Rodolpho Toski Marques,,,,,,
129,2019,15,Estádio Jornalista Mário Filho,25049,82238,Fluminense,0,CSA,1,Wagner Reway,,,,,,
130,2019,17,Estádio Jornalista Mário Filho,16811,82238,Fluminense,0,Avaí FC,1,Raphael Claus,,,,,,
131,2019,19,Estádio Nacional de Brasília Mané Garrincha,15733,50000,Fluminense,1,Corinthians,0,Jean Pierre Goncalves Lima,,,,,,
132,2019,21,Estádio Jornalista Mário Filho,11032,82238,Fluminense,1,Santos FC,1,Wilton Sampaio,,,,,,
133,2019,26,Estádio Jornalista Mário Filho,16109,82238,Fluminense,1,Athletico-PR,2,Rodrigo D,,,,,,
134,2019,28,Estádio Jornalista Mário Filho,18751,82238,Fluminense,1,Chapecoense,1,Savio Pereira Sampaio,,,,,,
135,2019,30,Estádio Jornalista Mário Filho,16056,82238,Fluminense,0,Vasco da Gama,0,Raphael Claus,,,,,,
136,2019,33,Estádio Jornalista Mário Filho,24405,82238,Fluminense,1,Atlético-MG,1,Leandro Pedro Vuaden,,,,,,
137,2019,35,Estádio Jornalista Mário Filho,30947,82238,Fluminense,1,Palmeiras,0,Leandro Pedro Vuaden,,,,,,
138,2019,37,Estádio Jornalista Mário Filho,39965,82238,Fluminense,0,Fortaleza,0,Raphael Claus,,,,,,
139,2019,14,Estádio Cícero Pompeu de Toledo,47277,67428,São Paulo,3,Santos FC,2,Raphael Claus,,,,,,
140,2019,15,Estádio Cícero Pompeu de Toledo,47775,67428,São Paulo,1,Ceará SC,0,Gilberto Rodrigues Castro Junior,,,,,,
141,2019,17,Estádio Cícero Pompeu de Toledo,46997,67428,São Paulo,0,Grêmio,0,Caio Max Augusto Vieira,,,,,,
142,2019,19,Estádio Cícero Pompeu de Toledo,29779,67428,São Paulo,1,CSA,1,Héber Lopes,,,,,,
143,2019,21,Estádio Cícero Pompeu de Toledo,12505,67428,São Paulo,0,Goiás EC,1,Bruno Arleu de Araújo,,,,,,
144,2019,23,Estádio Municipal Paulo Machado de Carvalho,34962,37000,São Paulo,2,Fortaleza,1,Diego Pombo Lopez,,,,,,
145,2019,28,Estádio Cícero Pompeu de Toledo,18815,67428,São Paulo,2,Atlético-MG,0,Bruno Arleu de Araújo,,,,,,
146,2019,31,Estádio Cícero Pompeu de Toledo,17650,67428,São Paulo,0,Fluminense,2,Daniel Nobre Bins,,,,,,
147,2019,35,Estádio Cícero Pompeu de Toledo,11970,67428,São Paulo,1,Vasco da Gama,0,Savio Pereira Sampaio,,,,,,
148,2019,37,Estádio Cícero Pompeu de Toledo,30822,67428,São Paulo,2,Internacional,1,Braulio da Silva Machado,,,,,,
149,2019,12,Arena Condá,5780,22600,Chapecoense,0,EC Bahia,0,Dewson Fernando Freitas da Silva,,,,,,
150,2019,15,Arena Condá,7027,22600,Chapecoense,1,Avaí FC,0,Luiz Flávio de Oliveira,,,,,,
151,2019,17,Arena Condá,9053,22600,Chapecoense,0,Santos FC,1,Bruno Arleu de Araújo,,,,,,
152,2019,19,Arena Condá,8808,22600,Chapecoense,1,Vasco da Gama,2,Flavio Rodrigues de Souza,,,,,,
153,2019,21,Arena Condá,5036,22600,Chapecoense,0,Corinthians,1,Daniel Nobre Bins,,,,,,
154,2019,23,Arena Condá,12152,22600,Chapecoense,0,Flamengo,1,Vinicius Gonçalves Dias Araujo,,,,,,
155,2019,30,Arena Condá,9533,22600,Chapecoense,0,São Paulo,3,Anderson Daronco,,,,,,
156,2019,33,Arena Condá,3431,22600,Chapecoense,1,Ceará SC,0,Rodolpho Toski Marques,,,,,,
157,2019,35,Arena Condá,3582,22600,Chapecoense,0,Botafogo,1,Anderson Daronco,,,,,,
158,2019,37,Arena Condá,2411,22600,Chapecoense,3,CSA,0,Alexandre Vargas Tavares,,,,,,
159,2019,2,Neo Química Arena,30442,49205,Corinthians,1,Chapecoense,0,Ricardo Marques Ribeiro,,,,,,
160,2019,7,Neo Química Arena,34790,49205,Corinthians,2,Goiás EC,0,Bruno Arleu de Araújo,,,,,,
161,2019,13,Neo Química Arena,43045,49205,Corinthians,1,Palmeiras,1,Anderson Daronco,,,,,,
162,2019,15,Neo Química Arena,39122,49205,Corinthians,2,Botafogo,0,Rafael Traci,,,,,,
163,2019,17,Neo Química Arena,32205,49205,Corinthians,1,Atlético-MG,0,Wilton Sampaio,,,,,,
164,2019,18,Neo Química Arena,43449,49205,Corinthians,2,Ceará SC,2,Paulo Roberto Alves Júnior,,,,,,
165,2019,20,Neo Química Arena,29811,49205,Corinthians,2,EC Bahia,1,Dewson Fernando Freitas da Silva,,,,,,
166,2019,28,Neo Química Arena,32416,49205,Corinthians,0,Santos FC,0,Luiz Flávio de Oliveira,,,,,,
167,2019,33,Neo Química Arena,29423,49205,Corinthians,0,Internacional,0,Marcelo de Lima Henrique,,,,,,
168,2019,35,Neo Química Arena,17441,49205,Corinthians,3,Avaí FC,0,Wagner do Nascimento Magalhães,,,,,,
169,2019,13,Arena da Baixada,21526,42372,Athletico-PR,0,São Paulo,1,Daniel Nobre Bins,,,,,,
170,2019,15,Arena da Baixada,15644,42372,Athletico-PR,1,Atlético-MG,0,Dewson Fernando Freitas da Silva,,,,,,
171,2019,17,Arena da Baixada,10075,42372,Athletico-PR,1,Ceará SC,0,Leandro Pedro Vuaden,,,,,,
172,2019,19,Arena da Baixada,13784,42372,Athletico-PR,0,Avaí FC,1,Felipe Fernandes,,,,,,
173,2019,21,Arena da Baixada,12970,42372,Athletico-PR,4,Fortaleza,1,Vinicius Gomes,,,,,,
174,2019,28,Arena da Baixada,11819,42372,Athletico-PR,4,Goiás EC,1,Flavio Rodrigues de Souza,,,,,,
175,2019,30,Arena da Baixada,12933,42372,Athletico-PR,1,CSA,0,Savio Pereira Sampaio,,,,,,
176,2019,31,Arena da Baixada,13047,42372,Athletico-PR,0,Cruzeiro,0,Luiz Flávio de Oliveira,,,,,,
177,2019,33,Arena da Baixada,18091,42372,Athletico-PR,1,Botafogo,0,Braulio da Silva Machado,,,,,,
178,2019,35,Arena da Baixada,21709,42372,Athletico-PR,2,Grêmio,0,Bruno Arleu de Araújo,,,,,,
179,2019,37,Arena da Baixada,31988,42372,Athletico-PR,1,Santos FC,0,Anderson Daronco,,,,,,
180,2019,13,Estádio Raimundo Sampaio,13181,23018,Atlético-MG,2,Cruzeiro,0,Leandro Pedro Vuaden,,,,,,
181,2019,14,Estádio Raimundo Sampaio,19081,23018,Atlético-MG,2,Fluminense,1,Wilton Sampaio,,,,,,
182,2019,16,Estádio Raimundo Sampaio,22401,23018,Atlético-MG,0,EC Bahia,1,Rodolpho Toski Marques,,,,,,
183,2019,19,Estádio Raimundo Sampaio,18966,23018,Atlético-MG,1,Internacional,3,Bruno Arleu de Araújo,,,,,,
184,2019,21,Estádio Raimundo Sampaio,10485,23018,Atlético-MG,1,Vasco da Gama,2,Héber Lopes,,,,,,
185,2019,29,Estádio Raimundo Sampaio,19058,23018,Atlético-MG,0,Chapecoense,2,Diego Pombo Lopez,,,,,,
186,2019,31,Estádio Governador Magalhães Pinto,38937,57000,Atlético-MG,2,Goiás EC,0,Thiago Duarte Peixoto,,,,,,
187,2019,34,Estádio Governador Magalhães Pinto,34432,55000,Atlético-MG,0,Athletico-PR,1,Edina Alves Batista,,,,,,
188,2019,36,Estádio Raimundo Sampaio,18062,23018,Atlético-MG,2,Corinthians,1,Paulo Roberto Alves Júnior,,,,,,
189,2019,37,Estádio Governador Magalhães Pinto,27924,40000,Atlético-MG,2,Botafogo,0,Leandro Pedro Vuaden,,,,,,
190,2019,2,Estádio Beira-Rio,40588,56000,Internacional,2,Flamengo,1,Flavio Rodrigues de Souza,,,,,,
191,2019,12,Estádio Beira-Rio,12536,56000,Internacional,1,Ceará SC,0,Marcelo de Lima Henrique,,,,,,
192,2019,14,Estádio Beira-Rio,36166,56000,Internacional,0,Corinthians,0,Caio Max Augusto Vieira,,,,,,
193,2019,17,Estádio Beira-Rio,9652,56000,Internacional,3,Botafogo,2,Dewson Fernando Freitas da Silva,,,,,,
194,2019,18,Estádio Beira-Rio,16048,56000,Internacional,1,São Paulo,0,Marcelo de Lima Henrique,,,,,,
195,2019,20,Estádio Beira-Rio,24362,56000,Internacional,1,Chapecoense,0,Diego Pombo Lopez,,,,,,
196,2019,27,Estádio Beira-Rio,21273,56000,Internacional,0,Vasco da Gama,1,Vinicius Gonçalves Dias Araujo,,,,,,
197,2019,29,Estádio Beira-Rio,20900,56000,Internacional,1,Athletico-PR,1,André Luiz de Freitas Castro,,,,,,
198,2019,34,Estádio Beira-Rio,28684,56000,Internacional,2,Fortaleza,2,Jose Mendonça,,,,,,
199,2019,35,Estádio Beira-Rio,21302,56000,Internacional,1,Goiás EC,2,Caio Max Augusto Vieira,,,,,,
200,2019,13,Estádio Estadual Kléber José de Andrade,9631,24584,Vasco da Gama,0,CSA,0,Marielson Alves Silva,,,,,,
201,2019,15,Estádio Nacional de Brasília Mané Garrincha,65418,67000,Vasco da Gama,1,Flamengo,4,Leandro Pedro Vuaden,,,,,,
202,2019,16,Estádio São Januário,20404,24584,Vasco da Gama,2,São Paulo,0,Anderson Daronco,,,,,,
203,2019,18,Estádio São Januário,20282,24584,Vasco da Gama,0,EC Bahia,2,Caio Max Augusto Vieira,,,,,,
204,2019,20,Estádio São Januário,17427,24584,Vasco da Gama,1,Athletico-PR,1,Anderson Daronco,,,,,,
205,2019,23,Estádio São Januário,17083,24584,Vasco da Gama,0,Santos FC,1,Savio Pereira Sampaio,,,,,,
206,2019,25,Estádio São Januário,12285,24584,Vasco da Gama,1,Fortaleza,0,Daniel Nobre Bins,,,,,,
207,2019,26,Estádio São Januário,16604,24584,Vasco da Gama,2,Botafogo,1,Flavio Rodrigues de Souza,,,,,,
208,2019,29,Estádio São Januário,15254,24584,Vasco da Gama,1,Grêmio,3,Wilton Sampaio,,,,,,
209,2019,31,Estádio São Januário,8492,24584,Vasco da Gama,1,Palmeiras,2,Rafael Traci,,,,,,
210,2019,33,Estádio São Januário,18620,24584,Vasco da Gama,1,Goiás EC,1,Paulo Roberto Alves Júnior,,,,,,
211,2019,36,Estádio São Januário,19796,24584,Vasco da Gama,1,Cruzeiro,0,Wilton Sampaio,,,,,,
212,2019,6,Estádio Rei Pelé,9168,20000,CSA,1,Goiás EC,0,Edina Alves Batista,3,9,18,10,1,0
213,2019,8,Estádio Rei Pelé,11602,20000,CSA,1,Botafogo,2,Jean Pierre Goncalves Lima,8,2,11,7,3,0
214,2019,11,Estádio Rei Pelé,7845,20000,CSA,0,Athletico-PR,4,Ricardo Marques Ribeiro,3,6,14,28,0,0
215,2019,3,Arena do Grêmio,9734,60540,Grêmio,4,Fluminense,5,Raphael Claus,8,8,7,10,0,0
216,2019,6,Arena do Grêmio,15540,60540,Grêmio,1,Atlético-MG,0,Rafael Traci,13,4,10,12,0,0
217,2019,8,Estádio Francisco Stédile,14429,18190,Grêmio,1,Fortaleza,0,Savio Pereira Sampaio,10,1,7,8,2,0
218,2019,26,Arena do Grêmio,13614,60540,Grêmio,0,EC Bahia,1,Rodolpho Toski Marques,10,6,13,15,1,0
219,2019,33,Arena do Grêmio,30980,60540,Grêmio,0,Flamengo,1,Raphael Claus,10,0,9,15,3,0
220,2019,2,Estádio Aderbal Ramos da Silva,12181,17800,Avaí FC,1,Grêmio,1,Wagner do Nascimento Magalhães,11,4,17,16,0,0
221,2019,4,Estádio Aderbal Ramos da Silva,4852,17800,Avaí FC,0,CSA,0,Dewson Fernando Freitas da Silva,6,0,16,19,2,0
