,ano_campeonato,rodada,estadio,publico,publico_max,time_mandante,gols_mandante,time_visitante,gols_visitante,arbitro,escanteios_mandante,escanteios_visitante,faltas_mandante,faltas_visitante,impedimentos_mandante,impedimentos_visitante
911,2024,2,Arena Barueri,13541,32713,Palmeiras,0,Internacional,1, Lucas Paulo Torezin,6,2,14,21,4,1
912,2024,6,Arena Barueri,12108,32713,Palmeiras,0,Athletico-PR,2, Braulio da Silva Machado,9,6,11,17,1,1
913,2024,8,Allianz Parque,37641,43713,Palmeiras,2,Vasco da Gama,0, Ramon Abatti,10,6,10,14,1,1
914,2024,23,Allianz Parque,37244,43713,Palmeiras,2,São Paulo,1, Raphael Claus,6,1,17,12,2,1
915,2024,28,Estádio Brinco de Ouro da Princesa,16040,32713,Palmeiras,2,Atlético-MG,1, Bruno Arleu de Araújo,7,3,15,10,2,1
916,2024,2,Arena Pantanal,3614,42968,Cuiabá-MT,0,EC Vitória,0, Wilton Sampaio,4,3,19,14,1,1
917,2024,4,Arena Pantanal,6711,42968,Cuiabá-MT,0,Atlético-MG,3, Savio Pereira Sampaio,3,10,11,17,2,1
918,2024,5,Arena Pantanal,10781,42968,Cuiabá-MT,0,Palmeiras,2, Bruno Arleu de Araújo,6,6,10,11,2,1
919,2024,7,Arena Pantanal,5747,42968,Cuiabá-MT,0,Internacional,1, Anderson Ribeiro Gonçalves,0,2,12,21,4,1
920,2024,9,Arena Pantanal,4474,42968,Cuiabá-MT,5,Fortaleza,0, Jefferson Ferreira Moraes,5,1,9,6,1,1
921,2024,13,Arena Pantanal,5024,42968,Cuiabá-MT,1,RB Bragantino,1, Felipe Fernandes,3,11,13,16,2,1
922,2024,22,Arena Pantanal,9853,42968,Cuiabá-MT,1,Grêmio,3, Bruno Pereira Vasconcelos,5,5,15,7,3,1
923,2024,29,Arena Pantanal,11883,42968,Cuiabá-MT,2,São Paulo,0, Anderson Daronco,3,7,12,8,1,1
924,2024,9,Estádio Jornalista Mário Filho,14485,82238,Fluminense,1,Atlético-GO,2, Gustavo Ervino Bauermann,3,3,10,12,1,1
925,2024,17,Estádio Jornalista Mário Filho,39465,82238,Fluminense,1,Athletico-PR,0, Braulio da Silva Machado,5,3,9,15,1,1
926,2024,29,Estádio Jornalista Mário Filho,30242,82238,Fluminense,1,Cruzeiro,0, Gustavo Ervino Bauermann,2,2,19,16,1,1
927,2024,1,MorumBIS,35055,72039,São Paulo,1,Fortaleza,2, Alex Gomes Stefano,11,4,10,14,2,1
928,2024,7,MorumBIS,44928,72039,São Paulo,2,Cruzeiro,0, Lucas Paulo Torezin,4,2,18,11,0,1
929,2024,22,MorumBIS,46600,,São Paulo,1,Atlético-GO,0, Davi de Oliveira Lacerda,3,2,15,8,1,1
930,2024,30,Estádio Brinco de Ouro da Princesa,15497,32039,São Paulo,3,Vasco da Gama,0, Davi de Oliveira Lacerda,3,5,8,6,1,1
931,2024,9,Neo Química Arena ,46129,49205,Corinthians,2,São Paulo,2, Ramon Abatti,9,5,15,10,1,1
932,2024,12,Neo Química Arena ,38475,49205,Corinthians,1,Cuiabá-MT,1, Fábio Augusto Santos Sá Júnior,13,1,10,13,2,1
933,2024,22,Neo Química Arena ,42018,49205,Corinthians,1,RB Bragantino,1, Felipe Fernandes,6,6,11,18,3,1
934,2024,27,Neo Química Arena ,46001,,Corinthians,3,Atlético-GO,0, Bruno Arleu de Araújo,6,1,7,17,3,1
935,2024,7,Estádio Manoel Barradas,16008,30618,EC Vitória,0,Atlético-GO,2, Kleber Ariel Gonçalves da Silva,3,4,7,9,0,1
936,2024,1,Ligga Arena,22169,42372,Athletico-PR,4,Cuiabá-MT,0, Jonathan Benkenstein Pinheiro,7,0,16,9,2,1
937,2024,23,Ligga Arena,22926,42372,Athletico-PR,1,Juventude,2, João Vitor Gobi,10,4,17,10,1,1
938,2024,1,Estádio Serra Dourada,35195,50000,Atlético-GO,1,Flamengo,2, André Luiz Skettino Policarpo Bento,4,4,12,12,2,1
939,2024,30,Estádio Antonio Accioly,3622,13000,Atlético-GO,0,Cuiabá-MT,0, Braulio da Silva Machado,8,4,17,15,0,1
940,2024,6,Arena MRV,22053,46000,Atlético-MG,2,Grêmio,1, Luiz Flávio de Oliveira ,4,10,15,7,0,1
941,2024,27,Arena MRV,34533,46000,Atlético-MG,3,RB Bragantino,0, Lucas Paulo Torezin,4,2,14,9,2,1
942,2024,31,Arena MRV,27028,46000,Atlético-MG,1,Internacional,3, Marcelo de Lima Henrique  ,3,3,15,15,2,1
943,2024,7,Estádio Heriberto Hülse,19027,19225,Criciúma EC,1,Palmeiras,2, Rafael Rodrigo Klein,4,6,17,9,0,1
944,2024,9,Estádio Heriberto Hülse,8661,19225,Criciúma EC,2,EC Bahia,2, Flavio Rodrigues de Souza,6,7,14,13,4,1
945,2024,14,Estádio Heriberto Hülse,12352,19225,Criciúma EC,1,Cruzeiro,0, João Vitor Gobi,7,10,11,7,2,1
946,2024,19,Estádio Heriberto Hülse,11849,19225,Criciúma EC,1,RB Bragantino,0, André Luiz Skettino Policarpo Bento,6,8,17,15,0,1
947,2024,23,Estádio Heriberto Hülse,18403,19225,Criciúma EC,2,Vasco da Gama,2, Paulo Cesar Zanovelli,9,10,15,7,4,1
948,2024,29,Estádio Heriberto Hülse,12343,19225,Criciúma EC,2,Atlético-GO,0, João Vitor Gobi,7,6,16,8,1,1
949,2024,30,Estádio Beira-Rio,48049,50848,Internacional,1,Grêmio,0, Bruno Arleu de Araújo,3,6,14,15,1,1
950,2024,23,Estádio Nabi Abi Chedid,3928,15010,RB Bragantino,1,Fortaleza,2, Alex Gomes Stefano,9,2,19,13,3,1
951,2024,25,Estádio Nabi Abi Chedid,3921,15010,RB Bragantino,2,EC Bahia,1, Davi de Oliveira Lacerda,5,10,8,13,3,1
952,2024,26,Estádio Nabi Abi Chedid,5228,15010,RB Bragantino,2,Grêmio,2, Bruno Arleu de Araújo,6,7,12,7,2,1
953,2024,1,Estádio São Januário,18055,24584,Vasco da Gama,2,Grêmio,1, Flavio Rodrigues de Souza,3,5,19,10,1,1
954,2024,7,Estádio Jornalista Mário Filho,62228,78584,Vasco da Gama,1,Flamengo,6, Braulio da Silva Machado,1,8,18,6,1,1
955,2024,14,Estádio São Januário,14384,24584,Vasco da Gama,2,Fortaleza,0, Matheus Delgado Candançan,7,3,21,12,2,1
956,2024,19,Estádio São Januário,16696,24584,Vasco da Gama,1,Cuiabá-MT,0, Wilton Sampaio,3,2,16,14,0,1
957,2024,22,Estádio Olímpico Nilton Santos,20003,44584,Vasco da Gama,2,Fluminense,0, Anderson Daronco,6,3,23,12,2,1
958,2024,24,Estádio São Januário,16775,24584,Vasco da Gama,2,Athletico-PR,1, Jonathan Benkenstein Pinheiro,4,5,10,11,4,1
959,2024,29,Estádio São Januário,18036,24584,Vasco da Gama,1,Juventude,1, Caio Max Augusto Vieira,3,6,14,13,3,1
960,2024,2,Estádio Olímpico Nilton Santos,8508,46931,Botafogo,1,Atlético-GO,0, Luiz Flávio de Oliveira ,8,8,13,11,1,2
961,2024,30,Estádio Jornalista Mário Filho,64727,76931,Botafogo,1,Criciúma EC,1, Matheus Delgado Candançan,9,1,12,10,1,2
962,2024,21,Estádio Estadual Kléber José de Andrade,20000,21150,Cruzeiro,1,Fortaleza,2, Alex Gomes Stefano,5,1,18,17,1,2
963,2024,22,Estádio Governador Magalhães Pinto,61583,61927,Cruzeiro,0,Atlético-MG,0, Raphael Claus,4,4,19,12,2,2
964,2024,2,Arena Fonte Nova,23080,47364,EC Bahia,2,Fluminense,1, João Vitor Gobi,4,3,15,23,3,2
965,2024,4,Arena Fonte Nova,36066,47364,EC Bahia,1,Grêmio,0, Braulio da Silva Machado,4,0,10,15,1,2
966,2024,24,Arena Fonte Nova,40198,47364,EC Bahia,0,Botafogo,0, Ramon Abatti,4,7,19,21,3,2
967,2024,2,Estádio Jornalista Mário Filho,48103,78838,Flamengo,2,São Paulo,1, Anderson Daronco,9,1,19,19,1,2
968,2024,22,Estádio Jornalista Mário Filho,55051,78838,Flamengo,1,Palmeiras,1, Wilton Sampaio,4,2,15,21,1,2
969,2024,2,Estádio Governador Plácido Castelo,22131,60326,Fortaleza,1,Cruzeiro,1, Bruno Mota Correia,7,5,13,10,0,2
970,2024,4,Estádio Governador Plácido Castelo,18113,60326,Fortaleza,1,RB Bragantino,1, Davi de Oliveira Lacerda,12,6,9,6,1,2
971,2024,7,Estádio Presidente Vargas,12191,20326,Fortaleza,1,Athletico-PR,0, João Vitor Gobi,2,4,12,17,0,2
972,2024,12,Estádio Governador Plácido Castelo,28631,60326,Fortaleza,3,Palmeiras,0, Alex Gomes Stefano,3,8,17,11,0,2
973,2024,24,Estádio Governador Plácido Castelo,51297,60326,Fortaleza,1,Corinthians,0, Felipe Fernandes,3,9,14,16,2,2
974,2024,2,Estádio Alfredo Jaconi ,7478,23726,Juventude,2,Corinthians,0, Bruno Arleu de Araújo,6,7,16,10,1,2
975,2024,12,Estádio Alfredo Jaconi ,12675,23726,Juventude,2,Flamengo,1, Matheus Delgado Candançan,7,8,9,10,4,2
976,2024,24,Estádio Brinco de Ouro da Princesa,30956,43713,Palmeiras,5,Cuiabá-MT,0, Alex Gomes Stefano,7,1,16,6,1,2
977,2024,26,Allianz Parque,37244,43713,Palmeiras,5,Criciúma EC,0, Alex Gomes Stefano,4,6,12,11,3,2
978,2024,16,Arena Pantanal,4826,42968,Cuiabá-MT,0,Juventude,0, Felipe Fernandes,3,3,17,11,0,2
979,2024,27,MorumBIS,35111,72039,São Paulo,1,Internacional,3, Ramon Abatti,2,4,18,16,6,2
980,2024,28,Estádio Nacional de Brasília Mané Garrincha,25888,72039,São Paulo,3,Corinthians,1, Rafael Rodrigo Klein,7,2,18,17,2,2
981,2024,1,Neo Química Arena ,44597,49205,Corinthians,0,Atlético-MG,0, Yuri Elino Ferreira da Cruz,3,3,16,12,0,2
982,2024,4,Neo Química Arena ,42119,49205,Corinthians,3,Fluminense,0, Ramon Abatti,6,8,15,15,1,2
983,2024,7,Neo Química Arena ,40937,49205,Corinthians,0,Botafogo,1, Anderson Daronco,2,5,7,16,3,2
984,2024,30,Neo Química Arena ,44399,49205,Corinthians,5,Athletico-PR,2, Wilton Sampaio,3,8,9,7,0,2
985,2024,3,Estádio Manoel Barradas,27609,30618,EC Vitória,2,EC Bahia,2, Raphael Claus,2,5,11,13,5,2
986,2024,5,Estádio Manoel Barradas,25739,30618,EC Vitória,1,São Paulo,3, Ramon Abatti,3,8,10,13,0,2
987,2024,9,Estádio Manoel Barradas,14251,30618,EC Vitória,2,Internacional,1, Bruno Arleu de Araújo,4,2,6,16,3,2
988,2024,25,Estádio Manoel Barradas,20923,30618,EC Vitória,0,Vasco da Gama,1, Luiz Flávio de Oliveira ,10,3,7,7,1,2
989,2024,31,Estádio Manoel Barradas,29497,30618,EC Vitória,2,Fluminense,1, Flavio Rodrigues de Souza,7,5,15,7,2,2
990,2024,9,Ligga Arena,38641,42372,Athletico-PR,1,Flamengo,1, Anderson Daronco,5,9,11,11,0,2
991,2024,14,Ligga Arena,28632,42372,Athletico-PR,1,São Paulo,2, Alex Gomes Stefano,6,2,19,8,1,2
992,2024,25,Ligga Arena,28334,42372,Athletico-PR,0,Palmeiras,2, Braulio da Silva Machado,4,4,10,9,0,2
993,2024,29,Ligga Arena,22726,42372,Athletico-PR,0,Botafogo,1, Flavio Rodrigues de Souza,8,3,8,20,0,2
994,2024,3,Estádio Antonio Accioly,9017,13000,Atlético-GO,0,São Paulo,3, Braulio da Silva Machado,4,3,13,9,0,2
995,2024,6,Estádio Antonio Accioly,7576,13000,Atlético-GO,0,Cruzeiro,1, Rodrigo José Pereira de Lima,5,5,13,10,0,2
996,2024,24,Estádio Antonio Accioly,4407,13000,Atlético-GO,2,Juventude,1, Bruno Pereira Vasconcelos,4,5,17,10,0,2
997,2024,3,Arena MRV,39541,46000,Atlético-MG,3,Cruzeiro,0, Ramon Abatti,4,4,15,17,1,2
998,2024,9,Arena MRV,31448,46000,Atlético-MG,0,Palmeiras,4, Rodrigo José Pereira de Lima,3,6,16,16,1,2
999,2024,13,Arena MRV,39767,46000,Atlético-MG,1,Atlético-GO,1, Jonathan Benkenstein Pinheiro,5,8,10,11,0,2
1000,2024,14,Arena MRV,39993,46000,Atlético-MG,2,Flamengo,4, Ramon Abatti,4,4,12,11,1,2
1001,2024,1,Estádio Beira-Rio,22045,50848,Internacional,2,EC Bahia,1, Rodrigo José Pereira de Lima,6,3,20,13,3,2
1002,2024,19,Estádio Beira-Rio,26441,50848,Internacional,2,Fortaleza,1, Gustavo Ervino Bauermann,8,3,19,9,4,2
1003,2024,22,Estádio Beira-Rio,17136,50848,Internacional,2,Athletico-PR,2, Paulo Cesar Zanovelli,9,0,18,13,0,2
1004,2024,26,Estádio Beira-Rio,35366,50848,Internacional,3,Cuiabá-MT,0, Braulio da Silva Machado,2,3,8,10,3,2
1005,2024,8,Estádio Nabi Abi Chedid,4516,15010,RB Bragantino,1,Atlético-MG,2, Rafael Rodrigo Klein,8,5,17,18,1,2
1006,2024,16,Estádio Nabi Abi Chedid,3871,15010,RB Bragantino,2,Internacional,2, Rodrigo José Pereira de Lima,1,9,13,13,1,2
1007,2024,4,Estádio São Januário,17124,24584,Vasco da Gama,0,Criciúma EC,4, Caio Max Augusto Vieira,5,4,13,7,0,2
1008,2024,27,Estádio Nacional de Brasília Mané Garrincha,25755,72788,Vasco da Gama,0,Palmeiras,1, Rafael Rodrigo Klein,5,5,8,14,0,2
1009,2024,25,Arena do Grêmio,27442,60540,Grêmio,2,Atlético-MG,3, Raphael Claus,5,9,11,17,0,3
1010,2024,25,Estádio Governador Magalhães Pinto,50000,61927,Cruzeiro,3,Atlético-GO,1, Gustavo Ervino Bauermann,8,3,13,7,0,3
1011,2024,6,Arena Fonte Nova,36820,47364,EC Bahia,1,RB Bragantino,0, Gustavo Ervino Bauermann,6,7,12,15,4,3
1012,2024,26,Arena Fonte Nova,26420,47364,EC Bahia,3,Atlético-MG,0, Rafael Rodrigo Klein,6,1,17,16,1,3
1013,2024,28,Estádio Jornalista Mário Filho,30022,78838,Flamengo,1,Athletico-PR,0, Davi de Oliveira Lacerda,6,1,12,13,2,3
1014,2024,30,Estádio Governador Plácido Castelo,23046,60326,Fortaleza,1,Atlético-MG,1, Rafael Rodrigo Klein,7,3,9,10,0,3
1015,2024,4,Estádio Alfredo Jaconi ,5032,23726,Juventude,1,Athletico-PR,1, Alex Gomes Stefano,4,6,12,17,1,3
1016,2024,25,Arena Pantanal,4095,42968,Cuiabá-MT,2,Criciúma EC,1, Rodrigo José Pereira de Lima,5,5,16,9,0,3
1017,2024,5,Estádio Estadual Kléber José de Andrade,14202,21238,Fluminense,2,Atlético-MG,2, Raphael Claus,4,10,11,18,0,3
1018,2024,7,Estádio Jornalista Mário Filho,21037,82238,Fluminense,1,Juventude,1, Matheus Delgado Candançan,5,3,13,19,1,3
1019,2024,23,Estádio Jornalista Mário Filho,30475,82238,Fluminense,0,Corinthians,0, Braulio da Silva Machado,6,2,10,17,0,3
1020,2024,27,Estádio Jornalista Mário Filho,22000,82238,Fluminense,0,Botafogo,1, Wilton Sampaio,5,4,13,17,0,3
1021,2024,4,MorumBIS,55694,72039,São Paulo,0,Palmeiras,0, Wilton Sampaio,6,4,10,20,2,3
1022,2024,1,Estádio Manoel Barradas,30793,,EC Vitória,0,Palmeiras,1, Braulio da Silva Machado,3,9,12,15,2,3
1023,2024,5,Ligga Arena,31192,42372,Athletico-PR,1,Vasco da Gama,0, Anderson Daronco,6,5,11,9,3,3
1024,2024,8,Ligga Arena,23424,42372,Athletico-PR,3,Criciúma EC,1, Jonathan Benkenstein Pinheiro,5,3,9,12,2,3
1025,2024,29,Arena MRV,34910,46000,Atlético-MG,2,EC Vitória,2, Matheus Delgado Candançan,2,5,13,14,1,3
1026,2024,8,Estádio Heriberto Hülse,17987,19848,Internacional,0,São Paulo,0, Braulio da Silva Machado,5,3,15,18,1,3
1027,2024,2,Estádio Nabi Abi Chedid,5532,15010,RB Bragantino,2,Vasco da Gama,1, Paulo Cesar Zanovelli,4,6,14,15,0,3
1028,2024,14,Estádio Nabi Abi Chedid,3102,15010,RB Bragantino,3,Atlético-GO,1, Davi de Oliveira Lacerda,3,8,15,9,1,3
1029,2024,31,Estádio Nabi Abi Chedid,7400,15010,RB Bragantino,0,Botafogo,1, Anderson Daronco,3,6,13,17,1,3
1030,2024,9,Estádio São Januário,11275,24584,Vasco da Gama,0,Cruzeiro,0, Rafael Rodrigo Klein,5,5,11,11,0,3
1031,2024,29,Arena Fonte Nova,43433,47364,EC Bahia,0,Flamengo,2, Rafael Rodrigo Klein,3,7,20,11,3,4
1032,2024,27,Estádio Governador Plácido Castelo,42051,60326,Fortaleza,4,EC Bahia,1, Raphael Claus,2,1,13,9,3,4
1033,2024,3,Estádio Jornalista Mário Filho,25842,82238,Fluminense,2,Vasco da Gama,1, Wilton Sampaio,2,7,16,17,1,4
1034,2024,1,Estádio Heriberto Hülse,12408,19225,Criciúma EC,1,Juventude,1, Bruno Pereira Vasconcelos,0,4,11,15,3,4
1035,2024,24,Estádio Heriberto Hülse,17377,19225,Criciúma EC,0,Grêmio,1, Lucas Paulo Torezin,6,9,15,8,3,4
1036,2024,28,Estádio Beira-Rio,45112,50848,Internacional,3,EC Vitória,1, Wagner do Nascimento Magalhães,2,6,26,8,0,4
1037,2024,3,Estádio Nabi Abi Chedid,9613,15010,RB Bragantino,1,Corinthians,0, Rafael Rodrigo Klein,3,4,21,10,0,4
1038,2024,30,Estádio Governador Magalhães Pinto,34473,61927,Cruzeiro,1,EC Bahia,1, Flavio Rodrigues de Souza,5,7,10,8,2,5
1039,2024,28,Arena Fonte Nova,24574,47364,EC Bahia,1,Criciúma EC,0, Edina Alves Batista,9,1,10,8,0,5
1040,2024,30,Estádio Alfredo Jaconi ,10102,23726,Juventude,3,Palmeiras,5, Alex Gomes Stefano,7,5,15,19,1,5
1041,2024,4,Estádio Beira-Rio,23836,50848,Internacional,1,Atlético-GO,1, Edina Alves Batista,13,0,13,12,1,5
1042,2024,9,Estádio Nabi Abi Chedid,3338,15010,RB Bragantino,2,Juventude,1, Emerson Ricardo,1,1,12,12,0,5
1043,2024,8,Arena Fonte Nova,30048,47364,EC Bahia,1,Fortaleza,0, Felipe Fernandes,5,9,14,9,0,6
1044,2024,28,Estádio Governador Plácido Castelo,42000,60326,Fortaleza,1,Cuiabá-MT,0, Denis Ribeiro Serafim,7,3,18,9,2,7
1045,2024,14,Arena Pantanal,7849,42968,Cuiabá-MT,1,Botafogo,2, Paulo Cesar Zanovelli,7,5,8,15,2,7
1046,2023,2,Estádio Jornalista Mário Filho,38598,,Fluminense,2,Athletico-PR,0,Paulo Cesar Zanovelli,10,6,13,20,3,1
1047,2023,8,Estádio Olímpico Nilton Santos,23708,,Botafogo,2,América-MG,0,Raphael Claus,7,0,9,11,2,3
1048,2023,15,Estádio Beira-Rio,41823,,Internacional,0,Palmeiras,0,Rodrigo Jose Pereira de Lima,4,7,18,13,1,2
1049,2023,15,Ligga Arena,17091,,Athletico-PR,2,EC Bahia,0,Rafael Rodrigo Klein,5,3,14,9,4,0
1050,2023,27,Estádio de Hailé Pinheiro,12685,,Goiás,2,São Paulo,0,Rodrigo Jose Pereira de Lima,6,3,18,15,0,0
1051,2023,37,Allianz Parque,29986,,Palmeiras,1,Fluminense,0,Braulio da Silva Machado,7,1,11,12,1,3
1052,2023,11,Arena Fonte Nova,31013,47364,EC Bahia,1,Palmeiras,0,Wilton Sampaio,6,8,18,16,6,7
1053,2023,16,Arena Fonte Nova,43716,47364,EC Bahia,0,Corinthians,0,André Luiz Skettino Policarpo Bento,11,5,13,20,2,4
1054,2023,20,Arena Fonte Nova,38452,47364,EC Bahia,4,RB Bragantino,0,Arthur Gomes Rabelo,4,7,11,18,1,5
1055,2023,27,Arena Fonte Nova,31385,47364,EC Bahia,1,Internacional,0,Marcelo de Lima Henrique  ,5,3,14,13,4,0
1056,2023,28,Arena Fonte Nova,44761,47364,EC Bahia,2,Fortaleza,0,Rodrigo Jose Pereira de Lima,7,2,23,13,0,5
1057,2023,31,Arena Fonte Nova,34319,47364,EC Bahia,1,Fluminense,0,Edina Alves Batista,2,4,15,16,1,1
1058,2023,18,Estádio São Januário,0,24584,Vasco da Gama,1,Grêmio,0,Luiz Flávio de Oliveira ,5,7,19,17,1,1
1059,2023,26,Estádio São Januário,20690,24584,Vasco da Gama,0,São Paulo,0,Braulio da Silva Machado,7,3,15,7,3,1
1060,2023,27,Estádio São Januário,20255,24584,Vasco da Gama,1,Fortaleza,0,Leandro Pedro Vuaden,6,6,7,9,1,1
1061,2023,32,Estádio São Januário,21043,24584,Vasco da Gama,1,Botafogo,0,Leandro Pedro Vuaden,4,4,23,13,2,2
1062,2023,34,Estádio Durival Britto e Silva,7243,20502,Coritiba FC,1,Cruzeiro,0,Braulio da Silva Machado,1,5,15,18,2,1
1063,2023,8,Neo Química Arena ,34624,49205,Corinthians,2,Fluminense,0,Leandro Pedro Vuaden,7,6,18,6,2,3
1064,2023,22,Neo Química Arena ,44371,49205,Corinthians,0,Palmeiras,0,Anderson Daronco,2,11,13,17,2,1
1065,2023,24,Neo Química Arena ,37543,49205,Corinthians,1,Botafogo,0,Paulo Cesar Zanovelli,6,1,18,8,2,1
1066,2023,31,Neo Química Arena ,29870,49205,Corinthians,1,Athletico-PR,0,Leandro Pedro Vuaden,1,7,4,11,2,2
1067,2023,10,Estádio Major Antônio Couto Pereira,25512,40502,Coritiba FC,0,Santos,0,Bruno Mota Correia,8,3,15,18,4,3
1068,2023,16,Estádio Major Antônio Couto Pereira,32872,40502,Coritiba FC,2,Fluminense,0,Flavio Rodrigues de Souza,7,11,15,7,0,1
1069,2023,25,Estádio Major Antônio Couto Pereira,20992,40502,Coritiba FC,2,Athletico-PR,0,Bruno Arleu de Araújo,2,11,21,12,3,2
1070,2023,6,Estádio Jornalista Mário Filho,39040,82238,Fluminense,2,Cuiabá-MT,0,Edina Alves Batista,7,3,14,10,0,4
1071,2023,14,Estádio Jornalista Mário Filho,34166,82238,Fluminense,2,Internacional,0,Luiz Flávio de Oliveira ,7,4,18,16,3,0
1072,2023,15,Estádio Jornalista Mário Filho,62354,82238,Fluminense,0,Flamengo,0,Savio Pereira Sampaio,8,1,25,20,1,1
1073,2023,17,Estádio Jornalista Mário Filho,34211,82238,Fluminense,1,Santos,0,Rodrigo Jose Pereira de Lima,6,2,18,20,0,0
1074,2023,24,Estádio Jornalista Mário Filho,28985,82238,Fluminense,1,Cruzeiro,0,Matheus Delgado Candançan,7,3,6,15,3,2
1075,2023,32,Estádio Jornalista Mário Filho,44694,82238,Fluminense,1,São Paulo,0,André Luiz Skettino Policarpo Bento,3,4,25,14,1,2
1076,2023,22,Estádio General Sylvio Raulino de Oliveira,10035,18238,Fluminense,1,Fortaleza,0,André Luiz Skettino Policarpo Bento,5,7,13,16,4,2
1077,2023,33,Estádio Urbano Caldeira,11948,20039,São Paulo,1,RB Bragantino,0,Flavio Rodrigues de Souza,9,5,10,24,0,2
1078,2023,4,Estádio Olímpico Nilton Santos,18218,46931,Botafogo,2,Atlético-MG,0,Flavio Rodrigues de Souza,5,9,14,8,0,4
1079,2023,5,Estádio Olímpico Nilton Santos,22388,46931,Botafogo,3,Corinthians,0,Anderson Daronco,3,3,12,5,0,0
1080,2023,7,Estádio Olímpico Nilton Santos,24732,46931,Botafogo,1,Fluminense,0,Braulio da Silva Machado,7,4,24,14,2,1
1081,2023,10,Estádio Olímpico Nilton Santos,19291,46931,Botafogo,2,Fortaleza,0,Wilton Sampaio,7,3,16,12,1,4
1082,2023,13,Estádio Olímpico Nilton Santos,38798,46931,Botafogo,2,Vasco da Gama,0,Raphael Claus,4,8,10,15,0,1
1083,2023,15,Estádio Olímpico Nilton Santos,37036,46931,Botafogo,2,RB Bragantino,0,Anderson Daronco,4,11,16,11,1,3
1084,2023,21,Estádio Olímpico Nilton Santos,39610,46931,Botafogo,3,EC Bahia,0,Flavio Rodrigues de Souza,4,7,14,10,1,3
1085,2023,37,Estádio Olímpico Nilton Santos,15462,46931,Botafogo,0,Cruzeiro,0,Wilton Sampaio,6,2,17,13,3,4
1086,2023,2,Estádio Raimundo Sampaio,21605,24927,Cruzeiro,1,Grêmio,0,Flavio Rodrigues de Souza,11,5,21,8,1,3
1087,2023,2,Estádio Cícero Pompeu de Toledo,41006,72039,São Paulo,3,América-MG,0,Wagner do Nascimento Magalhães,3,7,18,12,1,3
1088,2023,4,Estádio Cícero Pompeu de Toledo,46093,72039,São Paulo,2,Internacional,0,Braulio da Silva Machado,4,9,16,9,2,3
1089,2023,13,Estádio Cícero Pompeu de Toledo,49153,72039,São Paulo,1,Fluminense,0,Anderson Daronco,12,2,16,7,2,1
1090,2023,17,Estádio Cícero Pompeu de Toledo,56078,72039,São Paulo,0,EC Bahia,0,Ramon Abatti,10,5,14,14,8,1
1091,2023,20,Estádio Cícero Pompeu de Toledo,51946,72039,São Paulo,0,Botafogo,0,Ramon Abatti,5,2,12,9,7,0
1092,2023,28,Estádio Cícero Pompeu de Toledo,47132,72039,São Paulo,3,Grêmio,0,André Luiz Skettino Policarpo Bento,6,3,24,17,1,2
1093,2023,31,Estádio Cícero Pompeu de Toledo,50570,72039,São Paulo,1,Cruzeiro,0,Wilton Sampaio,3,4,10,12,5,1
1094,2023,35,Estádio Cícero Pompeu de Toledo,34252,72039,São Paulo,0,Cuiabá-MT,0,Paulo Cesar Zanovelli,5,1,12,11,1,2
1095,2023,38,Estádio Cícero Pompeu de Toledo,36618,72039,São Paulo,1,Flamengo,0,Caio Max Augusto Vieira,4,9,13,16,2,0
1096,2023,6,Arena do Grêmio,19598,60540,Grêmio,0,Fortaleza,0,Bruno Mota Correia,9,5,22,22,1,1
1097,2023,16,Arena do Grêmio,37085,60540,Grêmio,1,Atlético-MG,0,Luiz Flávio de Oliveira ,3,8,7,17,0,1
1098,2023,21,Arena do Grêmio,24938,60540,Grêmio,3,Cruzeiro,0,Marcelo de Lima Henrique  ,6,5,12,20,5,0
1099,2023,22,Arena do Grêmio,39339,60540,Grêmio,2,Cuiabá-MT,0,Yuri Elino Ferreira da Cruz,2,9,18,16,3,0
1100,2023,24,Arena do Grêmio,29057,60540,Grêmio,1,Palmeiras,0,Bruno Arleu de Araújo,2,11,15,14,1,3
1101,2023,32,Arena do Grêmio,40154,60540,Grêmio,1,EC Bahia,0,Braulio da Silva Machado,5,4,9,17,1,0
1102,2023,37,Arena do Grêmio,50481,60540,Grêmio,1,Vasco da Gama,0,Ramon Abatti,5,6,18,12,1,2
1103,2023,1,Ligga Arena,15329,42372,Athletico-PR,2,Goiás,0,Rafael Rodrigo Klein,3,8,19,18,1,1
1104,2023,9,Ligga Arena,18684,42372,Athletico-PR,1,Botafogo,0,Vinicius Gonçalves Dias Araujo,6,7,15,12,3,0
1105,2023,12,Ligga Arena,30144,42372,Athletico-PR,1,Corinthians,0,Wagner do Nascimento Magalhães,5,5,25,11,1,1
1106,2023,19,Ligga Arena,18444,42372,Athletico-PR,2,Cuiabá-MT,0,Arthur Gomes Rabelo,5,3,22,12,1,1
1107,2023,35,Ligga Arena,22056,42372,Athletico-PR,0,Vasco da Gama,0,Anderson Daronco,5,1,15,19,2,2
1108,2023,37,Ligga Arena,21056,42372,Athletico-PR,3,Santos,0,Rafael Rodrigo Klein,6,6,18,15,1,0
1109,2023,12,Estádio Luso Brasileiro,0,5000,Vasco da Gama,1,Cuiabá-MT,0,Rafael Rodrigo Klein,4,6,18,13,3,5
1110,2023,6,Estádio Governador Magalhães Pinto,36080,57483,Atlético-MG,2,Internacional,0,Raphael Claus,3,3,14,8,0,2
